,postal,sushi,correoelec,Página web,telefono,per_ocu,Alimentos & Bebidas,Bibliotecas,Combustibles,Construcción,Correo postal,Deportes,Desechos,Energía,Escuela,Finanzas,Hospedaje,Juegos de azar,Licores,Maquinaria y Equipos,Mascotas,Medios de comunicación,Parques & áreas verdes,Productos médicos,Religión,Reparación vehiculos,Restaurantes,Sector primario,Servicios médicos,Tiendas,Transporte,Vestimenta,Fijo,Semifijo,AEROPUERTO,AMPLIACION,BARRIO,CANTON,CIUDAD,CIUDAD INDUSTRIAL,COLONIA,CONDOMINIO,CONJUNTO HABITACIONAL,CORREDOR INDUSTRIAL,CUARTEL,EJIDO,EXHACIENDA,FRACCION,FRACCIONAMIENTO,HACIENDA,LOCALIDAD,MANZANA,NINGUNO,OTRO,OTRO (ESPECIFIQUE),PARAJE,PARQUE INDUSTRIAL,PRIVADA,PROLONGACION,PUEBLO,PUERTO,RANCHERIA,RANCHO,RESIDENCIAL,RINCONADA,SECTOR,UNIDAD,UNIDAD HABITACIONAL,VILLA,ZONA COMERCIAL,ZONA FEDERAL,ZONA INDUSTRIAL,ZONA NAVAL,AEROPUERTO,CENTRAL CAMIONERA,CENTRAL DE ABASTO,CENTRO Y PLAZA COMERCIAL,CIUDAD INDUSTRIAL,EDIFICIO COMERCIAL Y DE SERVICIOS,"HOSPITAL, CENTRO MEDICO O CLINICA",MERCADO PUBLICO,NO PLAZA,OTRO CONGLOMERADO,PARQUE INDUSTRIAL,PARQUE RECREATIVO,PASAJE Y ANDADOR COMERCIAL,"TIANGUIS, BAZAR O PULGA",Poblacion_total,Personas con discapacidad,Escolaridad promedio,Población sin seguro,Población con seguro,Población con religión,Población sin religion,Viviendas habitadas
30,80053,0,0,0,13,24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,17785152,699820,258.5,3707352,14034042,15576220,2159784,5108422
31,80054,0,40,16,40,208,10.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,6.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,11.0,0.0,1.0,17.0,2.0,4.0,123.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,119.0,0.0,1.0,0.0,0.0,0.0,103477248,4071680,1504.0,21570048,81652608,90625280,12566016,29721728
32,80055,0,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
33,80056,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
34,80058,11,211,64,432,1053,83.0,0.0,5.0,16.0,0.0,1.0,1.0,0.0,30.0,15.0,0.0,0.0,20.0,0.0,5.0,3.0,0.0,16.0,5.0,27.0,125.0,1.0,50.0,86.0,3.0,35.0,802.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,708.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,794.0,3.0,0.0,0.0,0.0,0.0,650775915,25607111,9468.82,135655601,513519169,569948993,79028552,186922072
35,80059,3,13,3,44,166,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,25.0,2.0,5.0,18.0,1.0,1.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,122.0,1.0,0.0,0.0,0.0,0.0,101860416,4008060,1480.5,21233016,80376786,89209260,12369672,29257326
36,80060,8,338,137,530,1620,65.0,0.0,2.0,14.0,0.0,5.0,0.0,2.0,71.0,19.0,10.0,1.0,3.0,5.0,6.0,15.0,0.0,11.0,10.0,21.0,111.0,2.0,112.0,44.0,7.0,132.0,1129.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9.0,0.0,2.0,1023.0,11.0,0.0,0.0,0.0,0.0,925636320,36422450,13453.75,192950820,730408095,810671450,112406940,265870145
37,80064,0,0,0,0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,808535,31810,24.4,168527,637928,708038,98172,232233
38,80065,1,33,15,31,155,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,0.0,5.0,3.0,0.0,5.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,73565856,2894710,1069.25,15334956,58049901,64428910,8933652,21130291
39,80068,0,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
40,80070,2,14,1,59,136,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,1.0,4.0,16.0,0.0,5.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,92159424,3626340,1339.5,19210824,72721854,80713140,11191608,26470914
41,80077,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
42,80080,1,26,14,59,365,32.0,0.0,3.0,6.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,0.0,7.0,0.0,3.0,1.0,0.0,4.0,2.0,42.0,22.0,2.0,5.0,62.0,3.0,12.0,269.0,19.0,0.0,1.0,5.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,229590759,9034059,3368.22,47858691,181167192,201075339,27880964,65945239
43,80088,0,8,3,21,56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,8.0,0.0,2.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,40420800,1590500,587.5,8425800,31895550,35400500,4908600,11610050
44,80090,5,181,62,351,1219,65.0,0.0,3.0,26.0,2.0,0.0,1.0,0.0,31.0,8.0,7.0,2.0,17.0,8.0,9.0,13.0,0.0,7.0,10.0,128.0,95.0,1.0,51.0,86.0,17.0,21.0,875.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,4.0,0.0,879.0,0.0,1.0,0.0,0.0,0.0,725967354,28565913,10568.54,151329166,572852058,635800606,88160603,208519004
45,80092,0,2,0,0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
46,80099,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
47,80100,1,127,59,76,456,14.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,8.0,20.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,15.0,3.0,2.0,8.0,15.0,5.0,177.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,0.0,20.0,0.0,0.0,112.0,16.0,0.0,0.0,0.0,0.0,153599040,6043900,2232.5,32018040,121203090,134521900,18652680,44118190
48,80104,0,56,15,19,132,3.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,0.0,6.0,1.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,0.0,0.0,53355466,2099460,775.5,11122056,42102126,46728660,6479352,15325268
49,80105,0,21,8,26,93,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,6.0,0.0,0.0,11.0,0.0,0.0,52.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,44462880,1749550,646.25,9268380,35085105,38940550,5399460,12771055
50,80106,0,42,20,58,262,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,28.0,0.0,2.0,22.0,33.0,24.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,145514880,5725800,2115.0,30332880,114823980,127441800,17670960,41796180
51,80107,0,29,15,0,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,16976736,668010,246.75,3538836,13396131,14868210,2061612,4876221
52,80109,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
53,80110,4,170,45,188,639,30.0,0.0,3.0,19.0,1.0,1.0,1.0,0.0,17.0,21.0,0.0,0.0,6.0,7.0,4.0,6.0,0.0,2.0,5.0,55.0,34.0,5.0,17.0,28.0,6.0,8.0,404.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,331450623,13042101,4823.16,69091574,261543559,290284160,40250523,95202426
54,80111,0,4,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2425248,95430,35.25,505548,1913733,2124030,294516,696603
55,80115,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
56,80116,0,0,0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,808416,31810,11.75,168516,637911,708010,98172,232201
57,80118,0,2,0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5658912,222670,82.25,1179612,4465377,4956070,687204,1625407
58,80120,2,62,32,106,407,15.0,0.0,2.0,11.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,2.0,2.0,45.0,28.0,3.0,19.0,19.0,3.0,5.0,271.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,272.0,1.0,2.0,0.0,0.0,0.0,222370878,8750336,3250.11,46352180,175471653,194749948,27006460,63870261
59,80121,0,1,0,3,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4042080,159050,58.75,842580,3189555,3540050,490860,1161005
60,80128,5,100,36,174,588,25.0,0.0,2.0,15.0,0.0,0.0,2.0,0.0,14.0,5.0,2.0,0.0,10.0,6.0,2.0,7.0,0.0,5.0,6.0,62.0,33.0,2.0,15.0,35.0,7.0,6.0,403.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,387.0,1.0,0.0,0.0,0.0,0.0,329833728,12978480,4794.0,68754528,260267688,288868080,40054176,94738008
61,80129,1,26,9,9,90,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,5.0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,36378720,1431450,528.75,7583220,28705995,31860450,4417740,10449045
62,80130,0,73,30,45,294,13.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,3.0,19.0,2.0,1.0,6.0,10.0,1.0,1.0,0.0,3.0,3.0,16.0,19.0,9.0,1.0,24.0,11.0,3.0,181.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,171.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,175.0,1.0,0.0,0.0,0.0,0.0,154407456,6075710,2244.25,32186556,121841001,135229910,18750852,44350391
63,80135,2,8,4,26,93,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,16.0,4.0,0.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,51747051,2036299,760.07,10786628,40833122,45319100,6284965,14863023
64,80139,0,1,0,4,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8084160,318100,117.5,1685160,6379110,7080100,981720,2322010
